gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Charge,Tenure_Group
Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.26,2127.02,0,78.77851851851852,2-4 Yrs
Male,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),92.53,5965.32,1,93.208125,5+ Yrs
Female,1,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),119.33,5211.56,0,118.44454545454546,2-4 Yrs
Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.24,5858.54,1,87.44089552238806,5+ Yrs
Female,0,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.65,267.14,0,44.52333333333333,0-1 Yr
Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.03,1411.43,1,29.404791666666668,4-5 Yrs
Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,83.37,643.5,0,80.4375,0-1 Yr
Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.36,2480.63,0,70.87514285714286,2-4 Yrs
Female,0,No,Yes,0,Yes,No,No,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),109.71,0.0,0,109.71,0-1 Yr
Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No,No,No,One year,No,Electronic check,92.11,798.95,1,88.77222222222223,0-1 Yr
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.99,2401.68,0,68.61942857142857,2-4 Yrs
Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,59.17,2668.86,0,59.308,2-4 Yrs
Male,0,No,Yes,31,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,59.25,1833.28,0,59.138064516129035,2-4 Yrs
Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),41.08,1289.15,1,41.58548387096774,2-4 Yrs
Female,1,No,No,5,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,19.77,63.52,0,12.704,0-1 Yr
Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,76.64,3636.17,0,77.36531914893617,2-4 Yrs
Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),39.67,1432.41,1,38.71378378378379,2-4 Yrs
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,39.25,667.13,1,41.695625,1-2 Yrs
Male,0,No,Yes,26,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),30.79,795.49,0,30.595769230769232,2-4 Yrs
Male,0,No,Yes,53,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.34,1984.0,0,37.43396226415094,4-5 Yrs
Female,0,No,No,49,Yes,Yes,No,No,No,No,No,Yes,No,One year,No,Electronic check,21.24,1080.42,1,22.049387755102043,4-5 Yrs
Female,0,No,Yes,34,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,86.77,2930.17,0,86.1814705882353,2-4 Yrs
Female,0,No,Yes,24,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.94,1382.74,1,57.61416666666667,2-4 Yrs
Male,0,Yes,Yes,27,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,75.28,2027.14,0,75.07925925925926,2-4 Yrs
Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.97,1136.02,0,81.14428571428572,1-2 Yrs
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),117.19,354.35,1,118.11666666666667,0-1 Yr
Female,1,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,24.96,626.49,0,24.095769230769232,2-4 Yrs
Male,1,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.63,1552.2,0,62.088,2-4 Yrs
Female,1,Yes,Yes,18,Yes,No,No,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),43.08,786.17,0,43.67611111111111,1-2 Yrs
Female,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.62,1015.94,1,63.49625,1-2 Yrs
Male,0,Yes,No,42,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,111.89,4729.93,0,112.61738095238096,2-4 Yrs
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,91.85,3657.02,0,91.4255,2-4 Yrs
Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,85.52,3488.34,0,85.08146341463414,2-4 Yrs
Male,0,No,No,49,Yes,No,No,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),63.01,3075.8,0,62.77142857142857,4-5 Yrs
Female,0,No,Yes,39,Yes,No,No,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),86.45,3384.58,1,86.78410256410257,2-4 Yrs
Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,21.3,803.61,0,21.14763157894737,2-4 Yrs
Male,0,Yes,Yes,22,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,77.8,1724.46,1,78.38454545454546,1-2 Yrs
Female,0,Yes,No,51,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),74.49,3763.67,0,73.79745098039216,4-5 Yrs
Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),53.36,2501.58,0,54.382173913043474,2-4 Yrs
Female,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),38.55,2413.06,0,38.92032258064516,5+ Yrs
Female,1,Yes,No,68,No,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.37,6800.18,0,100.00264705882353,5+ Yrs
Male,0,No,Yes,42,Yes,No,No,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),23.49,1009.0,0,24.023809523809526,2-4 Yrs
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,25.11,1187.67,1,25.269574468085107,2-4 Yrs
Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,62.93,2037.61,0,61.74575757575757,2-4 Yrs
Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),43.76,1674.46,0,42.934871794871796,2-4 Yrs
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.04,5596.53,0,93.2755,5+ Yrs
Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.69,4082.73,1,83.32102040816326,4-5 Yrs
Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,96.8,6393.97,0,96.87833333333333,5+ Yrs
Female,0,No,No,61,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.12,3099.99,0,50.81950819672131,5+ Yrs
Female,0,No,No,57,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),93.53,5293.84,0,92.87438596491228,4-5 Yrs
Female,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),105.95,3388.8,1,105.9,2-4 Yrs
Female,1,Yes,Yes,15,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,53.22,800.83,0,53.38866666666667,1-2 Yrs
Male,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.67,2495.68,1,53.0995744680851,2-4 Yrs
Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),109.8,1035.19,0,115.02111111111111,0-1 Yr
Male,1,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.08,847.45,1,22.904054054054054,2-4 Yrs
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.72,957.56,0,53.19777777777777,1-2 Yrs
Male,0,No,Yes,35,Yes,Yes,No,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,30.1,1040.49,0,29.728285714285715,2-4 Yrs
Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),20.96,1248.37,0,21.52362068965517,4-5 Yrs
Male,0,No,Yes,62,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),29.51,1795.25,0,28.955645161290324,5+ Yrs
Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.99,2773.93,0,61.64288888888888,2-4 Yrs
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),88.07,198.64,0,99.32,0-1 Yr
Male,1,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,47.51,2992.21,0,46.75328125,5+ Yrs
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,104.67,711.63,1,101.66142857142857,0-1 Yr
Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,62.64,3146.14,0,62.922799999999995,4-5 Yrs
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),116.76,552.4,0,110.47999999999999,0-1 Yr
Female,0,No,Yes,38,Yes,Yes,No,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),115.32,4362.43,1,114.80078947368422,2-4 Yrs
Male,0,No,Yes,59,Yes,Yes,No,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),96.87,5713.93,1,96.84627118644069,4-5 Yrs
Female,1,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),113.11,3046.17,0,112.82111111111111,2-4 Yrs
Male,0,Yes,Yes,53,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.12,4736.96,1,89.3766037735849,4-5 Yrs
Male,1,Yes,Yes,36,No,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,109.35,3980.42,0,110.56722222222223,2-4 Yrs
Female,0,No,No,8,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.12,291.39,0,36.42375,0-1 Yr
Male,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,53.23,2952.62,0,53.684,4-5 Yrs
Female,0,No,No,58,No,No,No,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),94.8,5455.54,1,94.06103448275861,4-5 Yrs
Female,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,61.31,58.04,0,58.04,0-1 Yr
Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,103.41,6172.14,0,102.869,5+ Yrs
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.52,6092.75,0,106.89035087719299,4-5 Yrs
Female,0,Yes,Yes,59,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.57,2828.22,1,47.935932203389825,4-5 Yrs
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,101.99,3972.89,0,101.86897435897436,2-4 Yrs
Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.73,1182.1,0,33.77428571428571,2-4 Yrs
Male,1,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,52.09,1838.58,0,51.071666666666665,2-4 Yrs
Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,70.83,1252.05,0,73.64999999999999,1-2 Yrs
Female,0,Yes,Yes,62,No,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),41.1,2523.98,1,40.70935483870968,5+ Yrs
Male,0,Yes,Yes,21,Yes,No,No,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.09,1614.77,0,76.89380952380952,1-2 Yrs
Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,77.03,741.93,0,74.193,0-1 Yr
Female,0,Yes,No,57,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.1,2228.09,0,39.08929824561404,4-5 Yrs
Female,0,No,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,99.16,5578.56,0,99.61714285714287,4-5 Yrs
Female,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),82.43,249.4,0,83.13333333333334,0-1 Yr
Female,0,Yes,No,6,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.41,281.02,0,46.836666666666666,0-1 Yr
Male,0,No,No,60,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),41.68,2475.64,1,41.260666666666665,5+ Yrs
Male,0,Yes,No,53,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.63,5730.28,1,108.11849056603774,4-5 Yrs
Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,103.25,6879.57,0,102.68014925373134,5+ Yrs
Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,41.44,0.0,0,41.44,0-1 Yr
Female,0,No,Yes,54,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,21.63,1133.17,0,20.98462962962963,4-5 Yrs
Male,0,Yes,No,2,Yes,No,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,100.06,175.92,0,87.96,0-1 Yr
Female,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.78,2954.13,1,79.84135135135135,2-4 Yrs
Male,0,Yes,Yes,0,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),28.29,0.0,0,28.29,0-1 Yr
Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,77.91,2905.86,0,78.53675675675676,2-4 Yrs
Male,0,No,Yes,28,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.12,1801.45,0,64.3375,2-4 Yrs
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.0,360.44,0,90.11,0-1 Yr
Female,0,Yes,No,20,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.33,787.62,0,39.381,1-2 Yrs
Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),64.22,4497.48,0,64.24971428571428,5+ Yrs
Male,0,No,No,66,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),33.94,2249.08,0,34.0769696969697,5+ Yrs
Male,1,No,No,46,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.67,5276.83,1,114.71369565217391,2-4 Yrs
Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),97.43,3359.91,0,98.82088235294117,2-4 Yrs
Female,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),93.15,6237.59,0,93.09835820895523,5+ Yrs
Female,0,Yes,Yes,68,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.4,6053.85,0,89.02720588235294,5+ Yrs
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.18,0.0,0,61.18,0-1 Yr
Male,0,Yes,No,67,Yes,No,No,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,112.17,7490.15,0,111.79328358208954,5+ Yrs
Female,1,Yes,No,11,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),25.44,240.24,0,21.84,0-1 Yr
Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),99.93,5922.83,1,100.38694915254237,4-5 Yrs
Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.95,1020.71,1,39.25807692307693,2-4 Yrs
Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.05,2841.8,0,51.66909090909091,4-5 Yrs
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.98,1594.8,0,72.49090909090908,1-2 Yrs
Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,97.83,2364.7,1,98.52916666666665,2-4 Yrs
Female,0,No,No,20,No,No,No,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,103.53,2087.18,0,104.359,1-2 Yrs
Female,0,No,Yes,60,Yes,No,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,77.54,4672.42,0,77.87366666666667,5+ Yrs
Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,59.11,3682.2,0,59.39032258064516,5+ Yrs
Male,0,Yes,No,51,Yes,No,No,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),114.54,5830.23,0,114.31823529411764,4-5 Yrs
Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,43.15,1053.88,1,43.91166666666667,2-4 Yrs
Female,0,No,No,54,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),99.92,5435.42,0,100.65592592592593,4-5 Yrs
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.43,3602.61,0,80.058,2-4 Yrs
Female,0,No,Yes,31,No,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,56.44,1794.13,0,57.87516129032259,2-4 Yrs
Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,18.14,930.92,0,17.23925925925926,4-5 Yrs
Male,0,Yes,No,4,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),63.55,239.11,1,59.7775,0-1 Yr
Female,0,Yes,Yes,35,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),46.23,1581.26,0,45.17885714285714,2-4 Yrs
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),28.64,1337.38,0,27.862083333333334,4-5 Yrs
Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),25.67,1494.73,0,26.223333333333333,4-5 Yrs
Male,0,Yes,No,38,Yes,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.45,2072.94,0,54.55105263157895,2-4 Yrs
Male,0,No,No,60,Yes,Yes,No,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),80.71,4870.38,0,81.173,5+ Yrs
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),103.43,875.1,0,109.3875,0-1 Yr
Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,36.72,155.23,0,31.046,0-1 Yr
Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,61.31,2048.62,0,60.2535294117647,2-4 Yrs
Female,1,No,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.98,2205.31,0,58.034473684210525,2-4 Yrs
Male,0,No,Yes,21,Yes,No,No,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.37,1510.67,0,71.93666666666667,1-2 Yrs
Male,0,No,Yes,40,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.58,3977.18,0,99.42949999999999,2-4 Yrs
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),74.47,347.44,1,86.86,0-1 Yr
Female,1,No,Yes,41,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.36,4288.98,0,104.60926829268291,2-4 Yrs
Female,0,No,Yes,66,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),70.89,4726.63,0,71.61560606060607,5+ Yrs
Male,0,No,Yes,29,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.59,2294.62,0,79.12482758620689,2-4 Yrs
Female,0,Yes,No,56,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.61,3501.96,0,62.535000000000004,4-5 Yrs
Male,0,No,No,28,Yes,No,No,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,101.96,2880.12,0,102.86142857142856,2-4 Yrs
Male,0,No,Yes,36,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,112.23,4069.55,1,113.04305555555555,2-4 Yrs
Male,1,Yes,No,12,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.19,971.58,0,80.965,1-2 Yrs
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.72,3196.3,0,103.10645161290323,2-4 Yrs
Female,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.02,1117.64,0,24.836444444444446,2-4 Yrs
Female,0,Yes,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),110.42,2381.06,0,108.23,1-2 Yrs
Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,37.27,1602.74,0,36.425909090909094,2-4 Yrs
Male,0,Yes,No,16,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.17,706.33,0,44.145625,1-2 Yrs
Male,0,No,No,65,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),23.44,1519.7,0,23.38,5+ Yrs
Female,0,Yes,Yes,5,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),116.47,603.19,0,120.638,0-1 Yr
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,104.91,1742.44,1,102.4964705882353,1-2 Yrs
Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,111.14,2348.43,0,111.83,1-2 Yrs
Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),104.42,3353.08,0,104.78375,2-4 Yrs
Female,1,No,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),66.91,1913.75,1,65.99137931034483,2-4 Yrs
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,112.26,3484.3,0,112.3967741935484,2-4 Yrs
Female,1,Yes,Yes,41,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,116.89,4764.71,0,116.21243902439025,2-4 Yrs
Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.26,588.03,0,65.33666666666666,0-1 Yr
Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.91,1264.16,1,36.118857142857145,2-4 Yrs
Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,85.18,2858.69,0,86.6269696969697,2-4 Yrs
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),117.49,3145.92,0,116.51555555555557,2-4 Yrs
Female,0,No,Yes,10,No,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.96,1055.13,1,105.513,0-1 Yr
Male,0,No,Yes,38,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.91,4000.24,0,105.26947368421052,2-4 Yrs
Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,113.25,5186.15,1,112.74239130434782,2-4 Yrs
Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,109.18,1955.66,0,108.64777777777778,1-2 Yrs
Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),97.18,1380.71,0,98.62214285714286,1-2 Yrs
Male,1,Yes,Yes,27,No,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,91.26,2417.9,1,89.55185185185185,2-4 Yrs
Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.01,1080.94,1,46.99739130434783,1-2 Yrs
Male,0,Yes,No,71,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.38,5732.61,0,80.74098591549296,5+ Yrs
